u,v,key,osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,bridge,access,name,width,junction,tunnel,fid
1216830850,413301102,0,"[35260651, 161124219]",True,1,primary,,False,64.264,"LINESTRING (-8.5808639 41.1636302, -8.5808093 41.1637154, -8.5807766 41.163771, -8.5807136 41.1638322, -8.5806772 41.1638634, -8.580632 41.1638946, -8.5805654 41.1639272, -8.58049 41.1639422, -8.5803064 41.1639561)",,yes,,Rua das Linhas de Torres,,,,3519
1216830850,404072500,0,496736161,True,1,primary_link,,False,80.656,"LINESTRING (-8.5808639 41.1636302, -8.5808678 41.1637194, -8.5808579 41.1638409, -8.5808676 41.1639287, -8.5809074 41.1640339, -8.580967 41.1641434, -8.5810541 41.1642359, -8.5811206 41.1643048)",,,,Nó do Mercado Abastecedor,,roundabout,,3520
1216830874,413275483,0,34712768,True,1,motorway_link,,False,89.862,"LINESTRING (-8.5813521 41.1624963, -8.5812917 41.1622835, -8.5813374 41.1621112, -8.5813977 41.1618708, -8.5813789 41.1617012)",,,,,,,,3521
1223751575,1223751697,0,106334863,False,,living_street,,False,48.997,"LINESTRING (-8.5999441 41.1724005, -8.5994125 41.172585)",,,,Rua do Zêzere,,,,3522
1223751575,445439258,0,35105021,True,1,residential,,False,66.185,"LINESTRING (-8.5999441 41.1724005, -8.6000168 41.1725267, -8.6002626 41.1729453)",,,,Rua do Guadiana,,,,3523
1223751575,1223751687,0,106334858,False,,living_street,,False,40.997,"LINESTRING (-8.5999441 41.1724005, -8.600133 41.172318, -8.600139 41.1722815, -8.600003 41.1721489)",,,,Praça do Cávado,3.6,,,3524
1223751592,2084090872,0,106334864,False,,residential,,False,166.453,"LINESTRING (-8.6035471 41.1729411, -8.6036049 41.1729163, -8.6039177 41.172789, -8.6041012 41.1728973, -8.6043205 41.1729833, -8.6043477 41.1730296, -8.6043774 41.1735176, -8.604529 41.1735186, -8.6045587 41.1735462, -8.6045648 41.1736749)",,,,Rua Stephen R. Stoer,,,,3525
1223751592,412249442,0,106334867,False,2,residential,,False,87.623,"LINESTRING (-8.6035471 41.1729411, -8.603579 41.17299, -8.6036078 41.1730412, -8.6036212 41.1730661, -8.6036342 41.1730914, -8.6036466 41.1731163, -8.6036584 41.1731413, -8.6036748 41.1731763, -8.6036899 41.1732114, -8.6037029 41.1732469, -8.6037141 41.1732823, -8.603723 41.1733166, -8.6037309 41.1733509, -8.6037377 41.1733847, -8.6037439 41.1734191, -8.6037479 41.1734458, -8.6037508 41.1734725, -8.6037532 41.173499, -8.6037548 41.1735254, -8.6037551 41.1735355, -8.6037564 41.1735784, -8.6037575 41.1736061, -8.6037591 41.1736192, -8.6037606 41.1736327, -8.6037634 41.17365, -8.6037661 41.1736678, -8.6037684 41.1736855, -8.6037698 41.1737032)",,,,Rua Manuel Pacheco de Miranda,,,,3526
1223751592,1223751661,0,106334867,False,2,residential,,True,184.508,"LINESTRING (-8.6035471 41.1729411, -8.6035122 41.1728921, -8.6034927 41.172867, -8.6034624 41.1728311, -8.6034209 41.1727857, -8.6033797 41.1727431, -8.6033322 41.1726988, -8.6032815 41.1726562, -8.6032278 41.1726156, -8.6031595 41.1725682, -8.6030894 41.1725219, -8.6030402 41.1724936, -8.6029902 41.1724674, -8.6029398 41.1724409, -8.6028859 41.1724159, -8.6028408 41.1723958, -8.6027942 41.1723768, -8.6027468 41.1723588, -8.6026985 41.1723417, -8.6026581 41.172328, -8.6026298 41.1723189, -8.6026013 41.1723103, -8.6025526 41.1722962, -8.6025034 41.172283, -8.6024625 41.1722718, -8.6018193 41.1720963, -8.6017434 41.1720752)",,,,Rua Manuel Pacheco de Miranda,,,,3527
1223751606,1223751681,0,958152534,False,,living_street,,True,28.588,"LINESTRING (-8.5996775 41.1719535, -8.6000147 41.1719126)",,,,Praça do Cávado,3.6,,,3528
1223751606,1223751631,0,958152535,True,,residential,,False,24.073,"LINESTRING (-8.5996775 41.1719535, -8.5997953 41.172151)",,,,Praça do Cávado,,,,3529
1223751610,9049275537,0,977982936,True,1,tertiary,,False,28.33,"LINESTRING (-8.6004711 41.1758223, -8.6002622 41.175725, -8.6001833 41.1756882)",,,,Rua Júlio Amaral de Carvalho,,,,3530
1223751610,412248019,0,977982937,True,1,tertiary,,False,24.79,"LINESTRING (-8.6004711 41.1758223, -8.6003335 41.1758346, -8.6002572 41.1758645, -8.6001937 41.1758894)",,,,Rua Júlio Amaral de Carvalho,,,,3531
1223751616,1223751661,0,106334867,False,2,residential,,False,9.272,"LINESTRING (-8.6016385 41.1720484, -8.6017434 41.1720752)",,,,Rua Manuel Pacheco de Miranda,,,,3532
1223751631,1223751687,0,106334858,False,,living_street,,True,17.386,"LINESTRING (-8.5997953 41.172151, -8.600003 41.1721489)",,,,Praça do Cávado,3.6,,,3533
1223751631,1223751730,0,106334859,False,,living_street,,True,48.499,"LINESTRING (-8.5997953 41.172151, -8.5992649 41.1723266)",,,,Rua do Neiva,,,,3534
1223751631,1223751575,0,958152535,True,,residential,,False,30.411,"LINESTRING (-8.5997953 41.172151, -8.5999441 41.1724005)",,,,Praça do Cávado,,,,3535
1223751654,432578865,0,37141978,False,,residential,,True,116.495,"LINESTRING (-8.5878092 41.1732707, -8.588025 41.1732809, -8.5881561 41.1732982, -8.5890045 41.1735354, -8.5891334 41.1735714)",,,,Praceta Francisco Borges,,,,3536
1223751661,1223751616,0,106334867,False,2,residential,,True,9.272,"LINESTRING (-8.6017434 41.1720752, -8.6016385 41.1720484)",,,,Rua Manuel Pacheco de Miranda,,,,3537
1223751661,411504984,0,106334856,False,2,residential,,False,200.83200000000008,"LINESTRING (-8.6017434 41.1720752, -8.6017129 41.1721378, -8.6016808 41.1722075, -8.6016076 41.1723623, -8.6015776 41.1724248, -8.6015434 41.1724967, -8.6015327 41.1725158, -8.6015226 41.1725323, -8.6015086 41.1725539, -8.6014834 41.1725917, -8.6012916 41.1728759, -8.6012707 41.1729123, -8.6012522 41.1729498, -8.60124 41.1729742, -8.6012295 41.1729977, -8.6012198 41.1730222, -8.6012116 41.1730463, -8.6012049 41.1730738, -8.6012003 41.1731011, -8.6011982 41.1731316, -8.6011964 41.1731614, -8.6012237 41.1736773, -8.601227 41.1737026, -8.6012283 41.1737129, -8.6012318 41.1737274, -8.6012379 41.1737453, -8.6012475 41.1737653, -8.6012643 41.1737938)",,,,Rua António Salgado Júnior,,,,3538
1223751661,1223751592,0,106334867,False,2,residential,,False,184.5080000000001,"LINESTRING (-8.6017434 41.1720752, -8.6018193 41.1720963, -8.6024625 41.1722718, -8.6025034 41.172283, -8.6025526 41.1722962, -8.6026013 41.1723103, -8.6026298 41.1723189, -8.6026581 41.172328, -8.6026985 41.1723417, -8.6027468 41.1723588, -8.6027942 41.1723768, -8.6028408 41.1723958, -8.6028859 41.1724159, -8.6029398 41.1724409, -8.6029902 41.1724674, -8.6030402 41.1724936, -8.6030894 41.1725219, -8.6031595 41.1725682, -8.6032278 41.1726156, -8.6032815 41.1726562, -8.6033322 41.1726988, -8.6033797 41.1727431, -8.6034209 41.1727857, -8.6034624 41.1728311, -8.6034927 41.172867, -8.6035122 41.1728921, -8.6035471 41.1729411)",,,,Rua Manuel Pacheco de Miranda,,,,3539
1223751681,1223751606,0,958152534,False,,living_street,,False,28.588,"LINESTRING (-8.6000147 41.1719126, -8.5996775 41.1719535)",,,,Praça do Cávado,3.6,,,3540
1223751681,1223751687,0,958152534,False,,living_street,,True,26.294,"LINESTRING (-8.6000147 41.1719126, -8.600003 41.1721489)",,,,Praça do Cávado,3.6,,,3541
1223751681,420777495,0,"[461925684, 106334862]",False,,living_street,,True,91.446,"LINESTRING (-8.6000147 41.1719126, -8.6000389 41.171532, -8.5994616 41.1716092)",,,,"['Rua do Ave', 'Rua do Baça']",,,,3542
1223751687,1223751631,0,106334858,False,,living_street,,False,17.386,"LINESTRING (-8.600003 41.1721489, -8.5997953 41.172151)",,,,Praça do Cávado,3.6,,,3543
1223751687,1223751681,0,958152534,False,,living_street,,False,26.294,"LINESTRING (-8.600003 41.1721489, -8.6000147 41.1719126)",,,,Praça do Cávado,3.6,,,3544
1223751687,1223751575,0,106334858,False,,living_street,,True,40.997,"LINESTRING (-8.600003 41.1721489, -8.600139 41.1722815, -8.600133 41.172318, -8.5999441 41.1724005)",,,,Praça do Cávado,3.6,,,3545
1223751697,445439337,0,37937529,False,,living_street,,False,17.426,"LINESTRING (-8.5994125 41.172585, -8.5995017 41.1727266)",,,,Rua do Tejo,,,,3546
1223751697,1223751730,0,37937529,False,,living_street,,True,31.276,"LINESTRING (-8.5994125 41.172585, -8.5992649 41.1723266)",,,,Rua do Tejo,,,,3547
1223751697,1223751575,0,106334863,False,,living_street,,True,48.997,"LINESTRING (-8.5994125 41.172585, -8.5999441 41.1724005)",,,,Rua do Zêzere,,,,3548
1223751698,410371870,0,34968743,False,,residential,,True,48.945,"LINESTRING (-8.593757 41.1698441, -8.5932799 41.1700986)",,,,Rua Vitorino Damásio,,,,3549
1223751698,343634632,0,434878394,True,,residential,,False,135.256,"LINESTRING (-8.593757 41.1698441, -8.5928213 41.1688524)",,,,Rua Luís Woodhouse,,,,3550
1223751730,1223751697,0,37937529,False,,living_street,,False,31.276,"LINESTRING (-8.5992649 41.1723266, -8.5994125 41.172585)",,,,Rua do Tejo,,,,3551
1223751730,445439334,0,37937529,False,,living_street,,True,19.751,"LINESTRING (-8.5992649 41.1723266, -8.5991627 41.1721665)",,,,Rua do Tejo,,,,3552
1223751730,1223751631,0,106334859,False,,living_street,,False,48.499,"LINESTRING (-8.5992649 41.1723266, -8.5997953 41.172151)",,,,Rua do Neiva,,,,3553
1223751736,1223751698,0,30911275,True,,residential,,False,9.322,"LINESTRING (-8.5938234 41.1699114, -8.593757 41.1698441)",,,,Rua Luís Woodhouse,,,,3554
1223751736,343634638,0,106334850,True,,residential,,False,72.532,"LINESTRING (-8.5938234 41.1699114, -8.5945298 41.1695336)",,,,Rua Vitorino Damásio,,,,3555
1223751769,12033108853,0,1174006143,False,,residential,,False,21.194,"LINESTRING (-8.5915899 41.1769479, -8.5916422 41.1770409, -8.5916787 41.1771262)",,,,Rua da Fonte do Outeiro,,,,3556
1223751769,1838434492,0,1174006143,False,,residential,,True,110.994,"LINESTRING (-8.5915899 41.1769479, -8.5915505 41.1769104, -8.5914968 41.17686, -8.5914834 41.1768127, -8.5916012 41.17598)",,,,Rua da Fonte do Outeiro,,,,3557
1223751803,343634639,0,434879922,True,,residential,,False,85.436,"LINESTRING (-8.5943698 41.1680748, -8.5943172 41.1680821, -8.5942673 41.1680955, -8.5939195 41.1682645, -8.5935168 41.1684879)",,,,Rua Pereira Reis,,,,3558
1223806715,335560376,0,304688480,True,,residential,,False,78.471,"LINESTRING (-8.6257924 41.1486704, -8.6258027 41.1486723, -8.6259948 41.1487065, -8.626166 41.1487323, -8.626592 41.1487998, -8.6267087 41.1488183)",,,,Rua de Dom Manuel II,,,,3559
1223806734,478100783,0,39862802,False,,residential,,False,74.011,"LINESTRING (-8.6285006 41.1510731, -8.6285517 41.1510399, -8.6288631 41.1506969, -8.6289513 41.150509)",,,,Beco de São Macário,,,,3560
1223806734,427067714,0,"[304688473, 1167602892]",True,2,residential,,False,57.0,"LINESTRING (-8.6285006 41.1510731, -8.6285892 41.1511119, -8.6287317 41.1511725, -8.6288756 41.1512449, -8.6289894 41.1513022, -8.6290837 41.1513364)",,,,Rua de Vilar,,,,3561
1223806738,2618547495,0,256249047,False,,residential,,False,13.437,"LINESTRING (-8.6291206 41.1492001, -8.6289604 41.149193)",,,,Rua do Abade de Faria,,,,3562
1223806738,478087440,0,39862487,False,,residential,,True,27.354,"LINESTRING (-8.6291206 41.1492001, -8.6291209 41.1489946, -8.629121 41.1489541)",,,,Rua do Arcediago Van Zeller,,,,3563
1223806738,478087374,0,256249046,True,,residential,,False,154.494,"LINESTRING (-8.6291206 41.1492001, -8.6291239 41.1493371, -8.6291168 41.1493725, -8.6290917 41.1493981, -8.6290642 41.1494227, -8.6287133 41.1495846, -8.6285527 41.1496602, -8.6282396 41.1498193, -8.6277139 41.1499462)",,,,Rua do Arcediago Van Zeller,,,,3564
1224763475,1224763510,0,859507159,True,1,primary_link,,False,41.272999999999996,"LINESTRING (-8.5662291 41.1752856, -8.5661809 41.1753449, -8.5661279 41.175398, -8.5660394 41.1754735, -8.5659691 41.1755329, -8.5659198 41.1755735)",,,,Rua do Parque Nascente,,,,3565
1224763475,1224763691,0,1018371700,True,1,unclassified,,False,56.026,"LINESTRING (-8.5662291 41.1752856, -8.5661818 41.1753035, -8.5661251 41.1753194, -8.5660853 41.1753215, -8.5660494 41.1753183, -8.5659987 41.1753, -8.5658243 41.1751897, -8.565801 41.1751544, -8.5657966 41.1750866, -8.5658075 41.1750473)",,,,Rua da Ranha,,,,3566
1224763478,1224763693,0,161124122,True,,unclassified,,False,13.839,"LINESTRING (-8.5631773 41.1749206, -8.56323 41.1748792, -8.5632971 41.174835)",,,,Rua do Parque Nascente,,,,3567
1224763478,1731170114,0,161124236,True,,unclassified,,False,10.806999999999999,"LINESTRING (-8.5631773 41.1749206, -8.5631564 41.1748725, -8.5631151 41.1748378)",,,,Rua do Parque Nascente,,,,3568
1224763493,112664253,0,332348133,True,2,primary,,False,183.01000000000005,"LINESTRING (-8.5670418 41.1747138, -8.566977 41.1747833, -8.5669367 41.1748265, -8.5665843 41.1751654, -8.5663722 41.1753222, -8.5662034 41.1754672, -8.5661037 41.1755665, -8.5660519 41.1756284, -8.5660097 41.1756818, -8.5659845 41.1757397, -8.5659765 41.1758091, -8.5659798 41.1758641, -8.5659883 41.1759095, -8.5660046 41.1759469, -8.566037 41.1760064, -8.5660818 41.1760635)",EN 12,,,Estrada Exterior da Circunvalação,,,,3569
1224763493,1224763475,0,"[351525696, 1186119598]",True,"['1', '2']",primary_link,,False,93.75099999999999,"LINESTRING (-8.5670418 41.1747138, -8.5669591 41.1747691, -8.5669027 41.1748068, -8.5667459 41.1749222, -8.566636 41.1749726, -8.5664634 41.1750725, -8.5664124 41.1751088, -8.5662863 41.1752239, -8.5662291 41.1752856)",,,,Rua da Ranha,,,,3570
1224763507,1224763510,0,106466604,True,1,unclassified,,False,68.99700000000001,"LINESTRING (-8.5655821 41.1750824, -8.5657796 41.1752245, -8.5658967 41.1752972, -8.5659408 41.1753358, -8.5659601 41.1753718, -8.5659748 41.1754213, -8.5659753 41.1754574, -8.5659646 41.1754975, -8.5659198 41.1755735)",,,,Rua do Parque Nascente,,,,3571
1224763507,1224763691,0,246607541,True,,unclassified,50,False,19.967999999999996,"LINESTRING (-8.5655821 41.1750824, -8.5656732 41.175091, -8.5657045 41.1750846, -8.565754 41.1750675, -8.5658075 41.1750473)",,,,Praceta do Parque Nascente,,,,3572
1224763510,1167321880,0,"[106466617, 1018371701, 859507158]",True,2,primary_link,,False,152.54999999999998,"LINESTRING (-8.5659198 41.1755735, -8.5656122 41.1758743, -8.5653865 41.1760933, -8.5653442 41.1761307, -8.5653033 41.1761599, -8.5652261 41.1761988, -8.5647017 41.1764131, -8.56466 41.1764301, -8.5646183 41.1764431, -8.5645731 41.1764508)",,,,Rua do Parque Nascente,,,,3573
1224763521,2541006803,0,"[381423537, 246607749, 351525694]",True,,unclassified,50,False,301.88300000000004,"LINESTRING (-8.5670937 41.1735382, -8.5668784 41.1734179, -8.5668209 41.1733548, -8.5666124 41.1732558, -8.5661301 41.1731254, -8.5660661 41.1731259, -8.5660208 41.1731304, -8.5659712 41.1731576, -8.5658009 41.1733161, -8.565715 41.1735039, -8.5656292 41.1738513, -8.5654195 41.1740296, -8.5654266 41.1740916, -8.5654307 41.1741273, -8.5654969 41.1742124, -8.5655824 41.1742643, -8.56575 41.1743567, -8.56577 41.1743905, -8.5657616 41.1744283, -8.5655603 41.1746033)",,,,,,,building_passage,3574
1224763529,1224763705,0,106466614,True,1,unclassified,,False,45.739000000000004,"LINESTRING (-8.567148 41.1737126, -8.567198 41.1736848, -8.567265 41.1736609, -8.567422 41.1736341, -8.5674857 41.1736233, -8.5675506 41.1736267, -8.5675921 41.1736367, -8.5676638 41.1736539)",,,,,,,,3575
1224763529,1224763521,0,819620299,True,,unclassified,,False,20.136,"LINESTRING (-8.567148 41.1737126, -8.567145 41.1736708, -8.5671339 41.1736109, -8.5670937 41.1735382)",,,,,,,,3576
1224763530,1224763478,0,161124236,True,,unclassified,,False,224.53100000000003,"LINESTRING (-8.5643219 41.1764362, -8.564146 41.1763974, -8.5638701 41.1762999, -8.5636766 41.1762354, -8.5633681 41.1761122, -8.5632876 41.1760395, -8.5632554 41.1759547, -8.563242 41.1758175, -8.5632347 41.1756373, -8.5631696 41.1755187, -8.5631658 41.1754311, -8.5631652 41.1753965, -8.5631551 41.1751199, -8.5631508 41.1750019, -8.5631773 41.1749206)",,,,Rua do Parque Nascente,,,,3577
1224763530,4562008823,0,1018371703,True,2,secondary,,False,18.719,"LINESTRING (-8.5643219 41.1764362, -8.5642848 41.1764554, -8.564241 41.1764944, -8.5642213 41.1765261, -8.5642044 41.1765728)",,,,,,roundabout,,3578
1224763596,1731169781,0,161124138,True,,living_street,,False,17.831,"LINESTRING (-8.5680656 41.1734578, -8.5680787 41.1733626, -8.568082 41.173298)",,,,Rua de Vila Cova,,,,3579
1224763596,1731169795,0,1016528101,True,2,primary,,False,15.17,"LINESTRING (-8.5680656 41.1734578, -8.5680403 41.1734229, -8.5680187 41.1734005, -8.5679861 41.1733759, -8.5679489 41.1733562)",EN 12,,,Estrada da Circunvalação,,roundabout,,3580
1224763598,1224763493,0,"[106466608, 351525672]",True,"['2', '3']",primary,,False,130.584,"LINESTRING (-8.5677036 41.1737143, -8.5677416 41.1738002, -8.5677525 41.1738648, -8.56774 41.1739094, -8.5677193 41.1739835, -8.5676447 41.1741321, -8.567524 41.1742716, -8.5670418 41.1747138)",EN 12,,,Estrada Exterior da Circunvalação,,,,3581
1224763598,112617134,0,434897751,True,2,primary,,False,31.249,"LINESTRING (-8.5677036 41.1737143, -8.5677741 41.1737571, -8.5678222 41.1737684, -8.5678593 41.1737748, -8.5679165 41.1737725, -8.5679589 41.1737675, -8.567995 41.1737485, -8.5680366 41.1737275)",EN 12,,,Estrada da Circunvalação,,roundabout,,3582
1224763673,1224763521,0,106466610,True,1,unclassified,,False,49.138000000000005,"LINESTRING (-8.5676361 41.1735009, -8.5675156 41.1735578, -8.5674392 41.1735773, -8.5672992 41.1735963, -8.5672396 41.173591, -8.5670937 41.1735382)",,,,,,,,3583
1224763673,1224763705,0,434896890,True,2,primary,,False,17.291,"LINESTRING (-8.5676361 41.1735009, -8.5676382 41.1735803, -8.5676638 41.1736539)",EN 12,,,Estrada da Circunvalação,,roundabout,,3584
1224763691,2536218192,0,1186119597,True,,unclassified,50,False,16.157,"LINESTRING (-8.5658075 41.1750473, -8.5659344 41.1749378)",,,,Praceta do Parque Nascente,,,,3585
1224763693,2536218629,0,"[161124140, 161124070]",True,,unclassified,,False,166.236,"LINESTRING (-8.5632971 41.174835, -8.5634587 41.1748323, -8.5643179 41.1748182, -8.5644418 41.1748296, -8.565094 41.1748214, -8.565166 41.1748334, -8.5652156 41.1748622, -8.5652571 41.1748853)",,,,Travessa do Parque Nascente,,,building_passage,3586
1224763705,1224763598,0,434896890,True,2,primary,,False,7.497,"LINESTRING (-8.5676638 41.1736539, -8.5677036 41.1737143)",EN 12,,,Estrada da Circunvalação,,roundabout,,3587
1225943136,343646769,0,30912910,False,2,residential,50,False,63.521,"LINESTRING (-8.6302647 41.1681025, -8.6304414 41.168057, -8.6309765 41.1679046)",,,,Rua do Lugarinho,,,,3588
1225943136,335741102,0,106572538,False,2,secondary,,False,41.822,"LINESTRING (-8.6302647 41.1681025, -8.6302677 41.1681093, -8.6302972 41.1681771, -8.6303454 41.1682851, -8.6305327 41.1684028)",,,,Rua Teodoro de Sousa Maldonado,,,,3589
1225943136,335740866,0,231348277,False,2,secondary,,False,26.136,"LINESTRING (-8.6302647 41.1681025, -8.6301743 41.1680987, -8.6299528 41.1681057)",,,,Rua do Lugarinho,,,,3590
1225943147,4447965430,0,211561630,False,,living_street,,False,31.524,"LINESTRING (-8.6412563 41.1729067, -8.6414024 41.1726454)",,,,Rua das Cruzes,,,,3591
1225943147,2641889359,0,23786728,False,2,secondary,,False,180.64999999999998,"LINESTRING (-8.6412563 41.1729067, -8.6413729 41.1729468, -8.6414341 41.1729716, -8.641608 41.1730349, -8.6417386 41.1730999, -8.6419362 41.1732406, -8.6420531 41.1733262, -8.642606 41.1738117, -8.6427091 41.1739023, -8.6428159 41.1739997)",,,,Rua Dom João Coutinho,,,,3592
1225943147,1225943156,0,23786728,False,2,secondary,,True,81.667,"LINESTRING (-8.6412563 41.1729067, -8.6410069 41.1728493, -8.6408985 41.1728329, -8.6407785 41.1728182, -8.6406347 41.1728114, -8.6405515 41.1728174, -8.6404683 41.1728269, -8.6403091 41.1728738)",,,,Rua Dom João Coutinho,,,,3593
1225943156,4505162225,0,453834040,False,,living_street,,False,38.928,"LINESTRING (-8.6403091 41.1728738, -8.6405416 41.173177)",,,,Praceta do Doutor Jaime Cortesão,,,,3594
1225943156,1225943147,0,23786728,False,2,secondary,,False,81.667,"LINESTRING (-8.6403091 41.1728738, -8.6404683 41.1728269, -8.6405515 41.1728174, -8.6406347 41.1728114, -8.6407785 41.1728182, -8.6408985 41.1728329, -8.6410069 41.1728493, -8.6412563 41.1729067)",,,,Rua Dom João Coutinho,,,,3595
1225943156,429380546,0,23786728,False,2,secondary,,True,40.063,"LINESTRING (-8.6403091 41.1728738, -8.6400468 41.1729755, -8.6400128 41.1729839, -8.6399511 41.17299, -8.6398664 41.1729808)",,,,Rua Dom João Coutinho,,,,3596
1225943158,126592365,0,104179543,False,3,secondary,,False,18.063,"LINESTRING (-8.6264102 41.1669453, -8.6264167 41.1668738, -8.626429 41.1667835)",,,,Rua da Prelada,,,,3597
1225943158,4464000796,0,106572529,True,1,secondary,,False,63.072,"LINESTRING (-8.6264102 41.1669453, -8.6265699 41.1669465, -8.6271631 41.1669661)",,,,Rua da Prelada,,,,3598
1225943158,4573825409,0,157295454,True,,tertiary,,False,152.46,"LINESTRING (-8.6264102 41.1669453, -8.6263641 41.1670746, -8.6263888 41.1673212, -8.6265369 41.167814, -8.6266609 41.1682896)",,,,Avenida Conselho da Europa,,,,3599
1239645074,4452315752,0,189908445,True,2,primary,,False,91.803,"LINESTRING (-8.6464777 41.1607502, -8.6463978 41.1607378, -8.6454093 41.1605642)",,,,Avenida da Boavista,,,,3600
1239645077,343646789,0,252519361,True,,residential,,False,81.148,"LINESTRING (-8.6357116 41.1590557, -8.6356938 41.1591255, -8.6357339 41.1592325, -8.6357517 41.1592801, -8.6358494 41.1595187, -8.635943 41.1597569)",,,,Rua João de Deus,,,,3601
1239645077,1239645082,0,705491645,True,2,primary,,False,213.659,"LINESTRING (-8.6357116 41.1590557, -8.6360155 41.1591043, -8.6369614 41.1592638, -8.6372525 41.1593128, -8.637666 41.1593825, -8.6377896 41.1594034, -8.6380276 41.1594435, -8.6382028 41.1594731)",,,,Avenida da Boavista,,,,3602
1239645080,1239645082,0,107958529,True,,residential,,False,231.75799999999998,"LINESTRING (-8.6374217 41.1614725, -8.6375445 41.161165, -8.6375616 41.1611209, -8.6377131 41.1607208, -8.6377754 41.1605682, -8.6380295 41.1599102, -8.6380577 41.1598423, -8.6381639 41.1595865, -8.6381802 41.1595413, -8.6382028 41.1594731)",,,,Rua de Belos Ares,,,,3603
1239645080,343646781,0,1051517429,False,,residential,,False,44.684999999999995,"LINESTRING (-8.6374217 41.1614725, -8.637678 41.1617197, -8.6377548 41.1617864)",,,,Rua João de Deus,,,,3604
1239645082,1842003053,0,975674100,True,1,residential,,False,9.555,"LINESTRING (-8.6382028 41.1594731, -8.6382292 41.1593895)",,,,Rua de Belos Ares,,,,3605
1239645082,9026838533,0,"[1177704379, 975674101, 975674102]",True,"['2', '3']",primary,,False,198.025,"LINESTRING (-8.6382028 41.1594731, -8.6383365 41.1594947, -8.6384451 41.1595122, -8.6386805 41.1595529, -8.6389129 41.1595931, -8.6392731 41.1596555, -8.6396368 41.1597151, -8.6400962 41.1597903, -8.6403509 41.1598321, -8.6405121 41.1598585)",,,,Avenida da Boavista,,,,3606
1241974732,1243228642,0,"[161123920, 108219553, 108225508, 161123918]",False,,residential,50,"[False, True]",531.8320000000001,"LINESTRING (-8.5621263 41.1680446, -8.5621905 41.168111, -8.5628592 41.1687844, -8.5630323 41.1690882, -8.5630703 41.1692175, -8.563219 41.1699161, -8.5631444 41.1700623, -8.5631722 41.170227, -8.5631883 41.1702726, -8.5632099 41.170293, -8.5633018 41.1702962, -8.5633668 41.1703085, -8.5634192 41.1703389, -8.5634714 41.1703987, -8.5635406 41.1704853, -8.5636012 41.1706135, -8.563709 41.1706805, -8.5638174 41.1707072, -8.5639459 41.1706864, -8.5640491 41.1706349, -8.5641765 41.1705636, -8.56427 41.1704678, -8.5643279 41.1703682, -8.5644326 41.1698216, -8.5644846 41.169699, -8.5645636 41.1695993, -8.5647568 41.1693507)",,yes,yes,"['Rua Tristão Vaz Teixeira', 'Travessa da Ponte']",,,,3607
1241974732,275214604,0,161123907,False,,primary,,False,177.52299999999997,"LINESTRING (-8.5621263 41.1680446, -8.5614743 41.1683455, -8.5610902 41.1685278, -8.5607829 41.168735, -8.5604708 41.1690188)",EN 15,,,Rua de Afonso de Albuquerque,,,,3608
1241974732,1242071549,0,161123907,False,,primary,,True,84.88399999999999,"LINESTRING (-8.5621263 41.1680446, -8.562212 41.168006, -8.562872 41.1677389, -8.5629256 41.1677172, -8.5630172 41.1676801)",EN 15,,,Rua de Afonso de Albuquerque,,,,3609
1242035527,3846234001,0,108333179,False,,residential,50,False,7.151,"LINESTRING (-8.5653841 41.1686761, -8.565352 41.1686165)",,,yes,Rua da Ponte,,,,3610
1242035527,1243223596,0,108333179,False,,residential,50,True,37.148,"LINESTRING (-8.5653841 41.1686761, -8.5655616 41.1689823)",,,yes,Rua da Ponte,,,,3611
1242035527,1243228642,0,161123920,False,,residential,50,True,92.707,"LINESTRING (-8.5653841 41.1686761, -8.5653287 41.1687006, -8.565266 41.1687294, -8.5647869 41.1693174, -8.5647568 41.1693507)",,,yes,Travessa da Ponte,,,,3612
1242071543,4395078463,0,108228183,False,,residential,50,False,16.122,"LINESTRING (-8.5593573 41.1670698, -8.5593337 41.1672137)",,,yes,Rua do Meiral,,,,3613
1242071543,663860636,0,1083161964,True,,residential,50,False,109.423,"LINESTRING (-8.5593573 41.1670698, -8.5592046 41.1671515, -8.5583628 41.1677075)",,,yes,Rua Comendador António Augusto da Silva,,,,3614
1242071549,1241974732,0,161123907,False,,primary,,False,84.884,"LINESTRING (-8.5630172 41.1676801, -8.5629256 41.1677172, -8.562872 41.1677389, -8.562212 41.168006, -8.5621263 41.1680446)",EN 15,,,Rua de Afonso de Albuquerque,,,,3615
1242071549,1243085268,0,441811512,False,,residential,50,False,72.00999999999999,"LINESTRING (-8.5630172 41.1676801, -8.5629941 41.1676187, -8.5629822 41.1675888, -8.5629601 41.1675328, -8.562861 41.1672824, -8.5628284 41.1672057, -8.5627009 41.1670874)",,,,Rua do Meiral,,,,3616
1242071549,128657104,0,"[161123906, 1083161963, 859507155]",False,,primary,,True,140.828,"LINESTRING (-8.5630172 41.1676801, -8.5631855 41.1676173, -8.5640755 41.16729, -8.5644131 41.1671612, -8.5645256 41.1671192)",EN 15,yes,,Rua de Afonso de Albuquerque,,,,3617
1242072981,663860636,0,108331030,True,,tertiary,50,False,67.359,"LINESTRING (-8.5590482 41.1680249, -8.5583628 41.1677075)",CM 1426,,yes,Rua de Esteves,,,,3618
