u,v,key,osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,bridge,access,name,width,junction,tunnel,fid
3092747279,3092747274,0,480149866,True,3,motorway,80,False,103.803,"LINESTRING (-8.5886173 41.1680321, -8.5894417 41.1684971, -8.589606 41.1685955)",IC 23;A 20,,,Via de Cintura Interna,,,,6385
3092764693,409118177,0,"[478886776, 478886777, 478886775, 345566831]",True,"['4', '3']",motorway,80,False,658.2950000000001,"LINESTRING (-8.5963197 41.1717708, -8.5958087 41.1718006, -8.5955574 41.1717961, -8.5952959 41.1717642, -8.595079 41.1717269, -8.5948675 41.1716781, -8.5946028 41.1715812, -8.5943187 41.1714465, -8.5939603 41.171244, -8.5936475 41.1710334, -8.5927457 41.1704297, -8.5921489 41.1700406, -8.5913347 41.1695054, -8.5905563 41.1690224, -8.5901841 41.1687969, -8.589985 41.1686729, -8.5899295 41.1686383)","['IC 23', 'IC 23;A 20']",,,Via de Cintura Interna,,,,6386
3092764696,128578704,0,"[13798242, 1197158149]",True,2,motorway_link,,False,209.674,"LINESTRING (-8.6075669 41.1729265, -8.6074335 41.1727179, -8.607185 41.1724792, -8.6069296 41.1721949, -8.6067158 41.1719937, -8.6065996 41.1718961, -8.6059434 41.1715231)",,,,,,,,6387
3092764696,128583855,0,479365563,True,3,motorway,80,False,439.585,"LINESTRING (-8.6075669 41.1729265, -8.6068776 41.1724285, -8.6062189 41.1720447, -8.6056919 41.1718197, -8.6050237 41.1716349, -8.6042585 41.1715063, -8.6029104 41.1713619)",IC 23,,,Via de Cintura Interna,,,,6388
3092764704,128587416,0,13798158,True,,motorway_link,,False,199.71400000000003,"LINESTRING (-8.6008317 41.1712629, -8.6012769 41.1713881, -8.6016105 41.1714749, -8.6018798 41.1715676, -8.6020744 41.1716258, -8.6023233 41.1716839, -8.6027182 41.1717356, -8.6031044 41.1717809)",,,,,,,,6389
3092764704,128579264,0,29036509,True,3,motorway,80,False,605.076,"LINESTRING (-8.6008317 41.1712629, -8.6011021 41.1712852, -8.6016702 41.1713354, -8.6042285 41.1716221, -8.6049898 41.1717481, -8.6056059 41.1719238, -8.6061885 41.1721669, -8.606783 41.1725125, -8.6074554 41.1730101)",IC 23,,,Via de Cintura Interna,,,,6390
3092784194,1110673464,0,"[95841138, 37113028, 479192142]",True,4,motorway,80,False,139.585,"LINESTRING (-8.6186796 41.1738557, -8.619473 41.1737801, -8.6195968 41.1737674, -8.6199098 41.1737353, -8.620333 41.1736917)","['IC 23;A 20', 'IC 1;IC 23']",,,Via de Cintura Interna,,,,6391
3108425106,2181328497,0,"[306059688, 207890059]",True,2,secondary,,False,65.065,"LINESTRING (-8.642275 41.1707472, -8.6423499 41.1706678, -8.6424142 41.1706011, -8.6425232 41.1705133, -8.6425773 41.1704812, -8.642675 41.1704354, -8.6427828 41.1703911, -8.642815 41.1703609, -8.6428184 41.1703456)",,,,Rua Engenheiro Ferreira Dias,,roundabout,,6392
3117018924,1107381212,0,39598629,True,,residential,,False,109.23400000000001,"LINESTRING (-8.6184325 41.164202, -8.6183393 41.1648332, -8.6182975 41.165101, -8.6182855 41.1651781)",,,,Rua do Zambeze,,,,6393
3117018924,474695395,0,39650114,True,,residential,50,False,89.36500000000001,"LINESTRING (-8.6184325 41.164202, -8.6183156 41.164188, -8.6173782 41.1640758)",,,,Rua do Quanza,,,,6394
3117707239,474780335,0,482122887,True,,residential,,False,46.024,"LINESTRING (-8.6238957 41.1632535, -8.6238615 41.1631694, -8.6238313 41.163095, -8.6237161 41.1628625)",,,,Rua 9 de Julho,,,,6395
3117707239,1216466378,0,1014684308,True,3,secondary,,False,209.263,"LINESTRING (-8.6238957 41.1632535, -8.6238042 41.1632352, -8.6235455 41.1631833, -8.6233498 41.1631441, -8.6231445 41.1630942, -8.6226679 41.1629783, -8.6223306 41.162906, -8.6220074 41.1628474, -8.6215666 41.1627922, -8.6214791 41.1627832)",,,,Rua de Egas Moniz,,,,6396
3130312338,25632422,0,1062647699,False,2,tertiary,50,True,14.884,"LINESTRING (-8.610279 41.1491616, -8.6104496 41.1491992)",,,,Rua de Guilherme da Costa Carvalho,,,,6397
3130312338,475408774,0,226624856,False,2,residential,50,True,58.845,"LINESTRING (-8.610279 41.1491616, -8.6101515 41.1490312, -8.6098624 41.1487354)",,,,Rua de Rodrigues Sampaio,,,,6398
3130312338,1278184346,0,227888631,True,2,tertiary,50,False,66.777,"LINESTRING (-8.610279 41.1491616, -8.6101225 41.1491712, -8.6096573 41.1491238, -8.6094872 41.1491375)",,,,Rua de Guilherme da Costa Carvalho,,,,6399
3140385690,3652922413,0,39587490,True,,residential,,False,2.917,"LINESTRING (-8.618824 41.1608915, -8.6188026 41.1609122)",,,,Rua de Marques Marinho,,,,6400
3140385690,3140385691,0,308771430,False,,living_street,,True,49.658,"LINESTRING (-8.618824 41.1608915, -8.6187301 41.1607444, -8.6187277 41.1607198, -8.6187351 41.160701, -8.6188441 41.1606299, -8.6189101 41.1605092)",,,,Calçada Marques Marinho,,,,6401
3140385691,4703910293,0,39588456,False,,living_street,,True,24.729,"LINESTRING (-8.6189101 41.1605092, -8.6191606 41.1604978, -8.6191872 41.160471)",,,,Rua da Peneda,,,,6402
3140385691,3140385690,0,308771430,False,,living_street,,False,49.658,"LINESTRING (-8.6189101 41.1605092, -8.6188441 41.1606299, -8.6187351 41.160701, -8.6187277 41.1607198, -8.6187301 41.1607444, -8.618824 41.1608915)",,,,Calçada Marques Marinho,,,,6403
3140385691,4703910299,0,308771431,False,,living_street,,False,95.565,"LINESTRING (-8.6189101 41.1605092, -8.6187603 41.1605221, -8.6186418 41.1605377, -8.6185987 41.1605741, -8.6185728 41.1605899, -8.6184043 41.1606271, -8.618381 41.1606411, -8.6183619 41.1606575, -8.6183422 41.1606691, -8.6183184 41.1606777, -8.6180875 41.1607372, -8.6180092 41.1607556, -8.617941 41.1607731, -8.6179162 41.1607845, -8.6178954 41.1607958, -8.6178716 41.1608138)",,,,Rua da Peneda,,,,6404
3148938224,475073406,0,39633344,False,,residential,,True,143.153,"LINESTRING (-8.6161285 41.1567559, -8.6161795 41.1567702, -8.6163173 41.1568061, -8.6175832 41.1571459, -8.6177366 41.1571931)",,,,Rua Padre Luís Rodrigues,,,,6405
3149004923,429378660,0,309557719,False,,residential,,True,74.425,"LINESTRING (-8.6425048 41.1757249, -8.642479 41.17577, -8.6424951 41.1763901)",,,,Rua Pirmin Treku,,,,6406
3149005233,126554316,0,153804358,False,,residential,,False,34.184,"LINESTRING (-8.6482227 41.156582, -8.6485732 41.1564243)",,,,Rua Orfeão do Porto,,,,6407
3149005233,3149005236,0,153804358,False,,residential,,True,82.33,"LINESTRING (-8.6482227 41.156582, -8.6477302 41.1568203, -8.6476664 41.1568982, -8.6476927 41.1569803, -8.647775 41.1570873)",,,,Rua Orfeão do Porto,,,,6408
3149005233,3149005235,0,309557721,False,,residential,,False,77.178,"LINESTRING (-8.6482227 41.156582, -8.6479811 41.1563025, -8.6475041 41.1562701)",,,,,,,,6409
3149005235,3149005233,0,309557721,False,,residential,,True,77.178,"LINESTRING (-8.6475041 41.1562701, -8.6479811 41.1563025, -8.6482227 41.156582)",,,,,,,,6410
3149005236,3149005233,0,153804358,False,,residential,,False,82.33,"LINESTRING (-8.647775 41.1570873, -8.6476927 41.1569803, -8.6476664 41.1568982, -8.6477302 41.1568203, -8.6482227 41.156582)",,,,Rua Orfeão do Porto,,,,6411
3149005236,1664454451,0,153804358,False,,residential,,True,42.444,"LINESTRING (-8.647775 41.1570873, -8.6478871 41.157226, -8.6480467 41.1574095)",,,,Rua Orfeão do Porto,,,,6412
3149005236,3149005238,0,309557722,False,,residential,,False,77.27199999999999,"LINESTRING (-8.647775 41.1570873, -8.6474437 41.1572382, -8.6471598 41.1568961)",,,,,,,,6413
3149005238,3149005236,0,309557722,False,,residential,,True,77.27199999999999,"LINESTRING (-8.6471598 41.1568961, -8.6474437 41.1572382, -8.647775 41.1570873)",,,,,,,,6414
3166580164,3166580170,0,666656370,False,,living_street,30,True,77.36800000000001,"LINESTRING (-8.6386477 41.1766406, -8.6385479 41.1765596, -8.6383848 41.1764117, -8.6383277 41.1763641, -8.6381947 41.176277, -8.6380901 41.1761978, -8.637993 41.1761552)",,,,Travessa de Requesende,,,,6415
3166580170,3166581969,0,414171787,False,,residential,50,False,16.562,"LINESTRING (-8.637993 41.1761552, -8.638019 41.1761091, -8.6381064 41.1760353)",,,,Rua Luis Ferreira,,,,6416
3166580170,3166580164,0,666656370,False,,living_street,30,False,77.36800000000001,"LINESTRING (-8.637993 41.1761552, -8.6380901 41.1761978, -8.6381947 41.176277, -8.6383277 41.1763641, -8.6383848 41.1764117, -8.6385479 41.1765596, -8.6386477 41.1766406)",,,,Travessa de Requesende,,,,6417
3166580170,10083541093,0,666656370,False,,living_street,30,True,59.551,"LINESTRING (-8.637993 41.1761552, -8.6379043 41.1761764, -8.6376202 41.1762947, -8.637586 41.1763084, -8.6375484 41.1763198, -8.6375098 41.1763282, -8.6374626 41.1763333, -8.6374098 41.1763354, -8.6373361 41.1763332)",,,,Travessa de Requesende,,,,6418
3166581969,3166583197,0,311111653,False,,residential,50,False,87.806,"LINESTRING (-8.6381064 41.1760353, -8.6383586 41.1760177, -8.6391239 41.1758534)",,,,Rua Paulo Sarmento,,,,6419
3166581969,3166581975,0,414171787,False,,residential,50,False,67.35300000000001,"LINESTRING (-8.6381064 41.1760353, -8.6381441 41.1759804, -8.6381741 41.1758969, -8.6381837 41.1758362, -8.638171 41.175761, -8.6380567 41.1755751, -8.6380272 41.1754616)",,,,Rua Luis Ferreira,,,,6420
3166581969,3166580170,0,414171787,False,,residential,50,True,16.562,"LINESTRING (-8.6381064 41.1760353, -8.638019 41.1761091, -8.637993 41.1761552)",,,,Rua Luis Ferreira,,,,6421
3166581975,840460298,0,463302040,False,,residential,,False,48.855,"LINESTRING (-8.6380272 41.1754616, -8.6375195 41.1756784)",,,,Rua de Requesende,,,,6422
3166581975,559928693,0,463302040,False,,residential,,True,75.023,"LINESTRING (-8.6380272 41.1754616, -8.6387998 41.1751195)",,,,Rua de Requesende,,,,6423
3166581975,3166581969,0,414171787,False,,residential,50,True,67.35300000000001,"LINESTRING (-8.6380272 41.1754616, -8.6380567 41.1755751, -8.638171 41.175761, -8.6381837 41.1758362, -8.6381741 41.1758969, -8.6381441 41.1759804, -8.6381064 41.1760353)",,,,Rua Luis Ferreira,,,,6424
3166583197,559928693,0,414171788,False,,residential,50,False,85.996,"LINESTRING (-8.6391239 41.1758534, -8.6387998 41.1751195)",,,,Rua da Voz dos Ridículos,,,,6425
3166583197,3166581969,0,311111653,False,,residential,50,True,87.806,"LINESTRING (-8.6391239 41.1758534, -8.6383586 41.1760177, -8.6381064 41.1760353)",,,,Rua Paulo Sarmento,,,,6426
3166583197,10083541087,0,"[1101919622, 1101919623]",False,,residential,,False,319.238,"LINESTRING (-8.6391239 41.1758534, -8.6393946 41.1765323, -8.6394073 41.1765658, -8.6394159 41.1765973, -8.6394195 41.1766283, -8.6394173 41.1766558, -8.6394116 41.1766806, -8.639403 41.1767043, -8.6393894 41.1767296, -8.6393722 41.1767539, -8.6393522 41.1767781, -8.6393307 41.1767997, -8.6393063 41.1768191, -8.6392784 41.1768374, -8.6392534 41.1768509, -8.6392269 41.1768617, -8.6391996 41.1768714, -8.6391703 41.1768799, -8.6381006 41.177166, -8.6380756 41.1771727, -8.6380527 41.1771781, -8.6380305 41.1771819, -8.6380076 41.177184, -8.6379825 41.177184, -8.6379589 41.1771819, -8.6379338 41.1771786, -8.6378758 41.1771668, -8.636981 41.1769706)",,,,Rua Maria de Sousa,,,,6427
3241070503,3241070513,0,317802912,False,,residential,,True,150.214,"LINESTRING (-8.6349507 41.176168, -8.6348594 41.1761693, -8.6348148 41.1761675, -8.6340357 41.1760922, -8.6339694 41.1760905, -8.6339377 41.1761132, -8.6339305 41.1761553, -8.6338428 41.1766832)",,,,Rua Agostinho Ricca,,,,6428
3241070503,1561603539,0,666656369,False,2,secondary,50,False,67.566,"LINESTRING (-8.6349507 41.176168, -8.6349195 41.1758958, -8.6348428 41.1755664)",,,,Avenida das Congostas,,,,6429
3241070503,3241070516,0,666656369,False,2,secondary,50,True,68.968,"LINESTRING (-8.6349507 41.176168, -8.6349401 41.1764049, -8.6349112 41.1766204, -8.6348777 41.1767851)",,,,Avenida das Congostas,,,,6430
3241070513,3241070503,0,317802912,False,,residential,,False,150.21400000000003,"LINESTRING (-8.6338428 41.1766832, -8.6339305 41.1761553, -8.6339377 41.1761132, -8.6339694 41.1760905, -8.6340357 41.1760922, -8.6348148 41.1761675, -8.6348594 41.1761693, -8.6349507 41.176168)",,,,Rua Agostinho Ricca,,,,6431
3241070513,1561603683,0,1200791791,False,,residential,,True,67.653,"LINESTRING (-8.6338428 41.1766832, -8.6337513 41.1772009, -8.6337362 41.1772863)",,,,Rua  Fernando Lanhas,,,,6432
3241070516,3241070513,0,317802911,True,,residential,,False,87.361,"LINESTRING (-8.6348777 41.1767851, -8.6348022 41.1767799, -8.6339725 41.1766982, -8.63393 41.1766937, -8.6338428 41.1766832)",,,,Rua Alcino Soutinho,,,,6433
3241070516,3241070503,0,666656369,False,2,secondary,50,False,68.968,"LINESTRING (-8.6348777 41.1767851, -8.6349112 41.1766204, -8.6349401 41.1764049, -8.6349507 41.176168)",,,,Avenida das Congostas,,,,6434
3241070516,1561603680,0,666656369,False,2,secondary,50,True,66.354,"LINESTRING (-8.6348777 41.1767851, -8.6347894 41.1772927, -8.634786 41.177309, -8.6347721 41.1773765)",,,,Avenida das Congostas,,,,6435
3241070517,1561603728,0,317802908,False,,residential,,False,89.845,"LINESTRING (-8.6310758 41.1769373, -8.6316128 41.1775319, -8.6317272 41.1775545)",,,,Rua dos Amigos do Porto,,,,6436
3241070518,1561603618,0,317802907,False,,residential,,True,86.62,"LINESTRING (-8.632337 41.1770614, -8.6321549 41.176878, -8.6320359 41.1767582, -8.6319919 41.176743, -8.6319397 41.1767461, -8.6315715 41.1769151)",,,,Rua de Daniel Filipe,,,,6437
3250683172,3250683179,0,318698158,False,,living_street,,False,166.568,"LINESTRING (-8.6215272 41.1743908, -8.6210677 41.1744538, -8.6196725 41.1746451, -8.6195691 41.1746584)",,,,Rua do Abade Correia da Serra,,,,6438
3250683172,4718388013,0,"[37855530, 1138083348, 478627061, 478627062, 478627064]",False,,residential,,"[False, True]",484.582,"LINESTRING (-8.6215272 41.1743908, -8.6213679 41.1741381, -8.6212582 41.1740115, -8.6211671 41.1739272, -8.6209663 41.1738533, -8.6207818 41.1738621, -8.620553 41.1738885, -8.6195863 41.1740326, -8.6194205 41.1740519, -8.6189956 41.1740836, -8.618664 41.1740924, -8.6183838 41.1741117, -8.6182454 41.1741258, -8.6181596 41.1741346, -8.6180844 41.174152, -8.6180172 41.1741855, -8.6179836 41.1742432, -8.6179714 41.1743161, -8.6179721 41.1744097, -8.6179539 41.1744878, -8.6179074 41.1745418, -8.6177614 41.1745758, -8.6173646 41.1746279, -8.6165758 41.1747369)",,yes,,Rua Avelar Brotero,,,,6439
3250683172,4718387879,0,478627061,False,,residential,,True,296.893,"LINESTRING (-8.6215272 41.1743908, -8.6215919 41.174498, -8.6216855 41.1746548, -8.6218606 41.1749553, -8.6218886 41.1750995, -8.6218971 41.175169, -8.621905 41.175233, -8.621919 41.175407, -8.6219236 41.1756214, -8.621947 41.1758253, -8.621982 41.1760169, -8.6220731 41.1762524, -8.6221151 41.1763772, -8.6221128 41.1765213, -8.6221151 41.1769888)",,,,Rua Avelar Brotero,,,,6440
3250683179,2169223438,0,37113032,False,,residential,,False,33.43,"LINESTRING (-8.6195691 41.1746584, -8.6196321 41.174902, -8.6196454 41.1749535)",,,,Rua do Abade Correia da Serra,,,,6441
3250683179,431654297,0,"[37113032, 917423125, 30912901, 839842698]",False,,"['residential', 'living_street']",,"[False, True]",371.03200000000004,"LINESTRING (-8.6195691 41.1746584, -8.6194592 41.1743045, -8.6194506 41.1742234, -8.6194661 41.1741403, -8.6194946 41.1740205, -8.6195457 41.1738901, -8.6198197 41.1734811, -8.6198606 41.173379, -8.6198913 41.1733087, -8.6199014 41.1732534, -8.6199174 41.1731701, -8.6199009 41.1730306, -8.6198262 41.1727568, -8.6195852 41.1720873, -8.6196085 41.1720437, -8.619655 41.1720017, -8.6196667 41.1719557, -8.6196786 41.1714458)",,,,"['Rua do Abade Correia da Serra', 'Rua de Silva Porto']",,,yes,6442
3250683179,3250683172,0,318698158,False,,living_street,,True,166.56799999999998,"LINESTRING (-8.6195691 41.1746584, -8.6196725 41.1746451, -8.6210677 41.1744538, -8.6215272 41.1743908)",,,,Rua do Abade Correia da Serra,,,,6443
3250683195,444004661,0,37855530,False,,residential,,False,17.982,"LINESTRING (-8.6163748 41.1749365, -8.6163349 41.1747776)",,,,Rua Avelar Brotero,,,,6444
3250683195,297880050,0,37855530,False,,residential,,True,51.451,"LINESTRING (-8.6163748 41.1749365, -8.6164799 41.1753924)",,,,Rua Avelar Brotero,,,,6445
3250683197,2169223443,0,27149266,False,,residential,,True,26.019,"LINESTRING (-8.619497 41.1749743, -8.6191913 41.1750168)",,,,Rua do Engenheiro Carlos Amarante,,,,6446
3250683197,2169223409,0,206873745,False,,living_street,,True,27.506999999999998,"LINESTRING (-8.619497 41.1749743, -8.619505 41.1750145, -8.6195361 41.1752199)",,,,Praça das Gardénias,,,,6447
3250683197,2169223438,0,463310489,False,,residential,,False,12.634,"LINESTRING (-8.619497 41.1749743, -8.6195509 41.1749667, -8.6196454 41.1749535)",,,,Praça das Gardénias,,,,6448
3250683199,2169223407,0,206873750,False,,living_street,,False,35.462,"LINESTRING (-8.6190125 41.1753052, -8.618807 41.1755841)",,,,Rua das Azáleas,,,,6449
3250683199,3250683200,0,318698161,False,,living_street,,True,33.583,"LINESTRING (-8.6190125 41.1753052, -8.6193579 41.1754589)",,,,,,,,6450
3250683199,2169223443,0,206873750,False,,living_street,,True,36.184999999999995,"LINESTRING (-8.6190125 41.1753052, -8.6192001 41.1750491, -8.6191913 41.1750168)",,,,Rua das Azáleas,,,,6451
3250683200,2169223406,0,318698154,False,,living_street,,False,34.181,"LINESTRING (-8.6193579 41.1754589, -8.6191539 41.1757252)",,,,Rua dos Crisântemos,,,,6452
3250683200,2169223409,0,318698154,False,,living_street,,True,30.475,"LINESTRING (-8.6193579 41.1754589, -8.6195361 41.1752199)",,,,Rua dos Crisântemos,,,,6453
3250683200,3250683199,0,318698161,False,,living_street,,False,33.583,"LINESTRING (-8.6193579 41.1754589, -8.6190125 41.1753052)",,,,,,,,6454
3250683206,444004657,0,318698147,False,,residential,,True,70.618,"LINESTRING (-8.6157918 41.1762758, -8.6166242 41.176172)",,,,Rua de Cassiano Branco,,,,6455
3250683206,444004656,0,318698147,False,,residential,,False,58.129,"LINESTRING (-8.6157918 41.1762758, -8.6157154 41.176286, -8.6151074 41.1763648)",,,,Rua de Cassiano Branco,,,,6456
3250683206,3250683220,0,318698149,False,,residential,,False,76.16499999999999,"LINESTRING (-8.6157918 41.1762758, -8.615806 41.1763388, -8.6158827 41.1766846, -8.6158861 41.176709, -8.6159473 41.1769506)",,,,Rua Irmã Maria Droste,,,,6457
3250683211,2169223435,0,206873740,True,,residential,,False,23.383,"LINESTRING (-8.6186666 41.1763631, -8.6184231 41.17626)",,,,Rua das Dálias,,,,6458
3250683211,2169223406,0,463310490,False,,living_street,,True,81.821,"LINESTRING (-8.6186666 41.1763631, -8.6189096 41.1760433, -8.6191117 41.1757792, -8.6191539 41.1757252)",,,,Rua dos Crisântemos,,,,6459
3250683215,3250683224,0,318698151,False,1,living_street,,False,46.426,"LINESTRING (-8.6196369 41.1767737, -8.6193619 41.1771363)",,,,Rua das Papoilas,,,,6460
3250683215,2490198522,0,206873740,True,,residential,,False,45.565000000000005,"LINESTRING (-8.6196369 41.1767737, -8.6192567 41.1766137, -8.6191966 41.1765885, -8.6191613 41.1765743)",,,,Rua das Dálias,,,,6461
3250683217,444004657,0,318698150,False,,residential,,True,95.518,"LINESTRING (-8.6163753 41.1769629, -8.6166455 41.176673, -8.6166551 41.1766143, -8.616668 41.1765356, -8.616668 41.1763605, -8.6166242 41.176172)",,,,Rua Jorge Gigante,,,,6462
3250683220,3250683206,0,318698149,False,,residential,,True,76.165,"LINESTRING (-8.6159473 41.1769506, -8.6158861 41.176709, -8.6158827 41.1766846, -8.615806 41.1763388, -8.6157918 41.1762758)",,,,Rua Irmã Maria Droste,,,,6463
3250683224,2169223457,0,206873752,False,,living_street,,False,46.007,"LINESTRING (-8.6193619 41.1771363, -8.6188812 41.1769356)",,,,Rua dos Rainúnculos,,,,6464
3250683224,2169223472,0,206873752,False,,living_street,,True,23.01,"LINESTRING (-8.6193619 41.1771363, -8.6196023 41.1772367)",,,,Rua dos Rainúnculos,,,,6465
3250683224,3250683239,0,318698151,False,1,living_street,,False,88.546,"LINESTRING (-8.6193619 41.1771363, -8.6188301 41.1778247)",,,,Rua das Papoilas,,,,6466
3250683224,3250683215,0,318698151,False,1,living_street,,True,46.426,"LINESTRING (-8.6193619 41.1771363, -8.6196369 41.1767737)",,,,Rua das Papoilas,,,,6467
3250683227,4585942785,0,463314949,False,,residential,,False,6.903,"LINESTRING (-8.6185566 41.177247, -8.6186276 41.1772786)",,,,Rua dos Lírios,,,,6468
